transaction_id,from_account,to_account,amount,date,method,fir_number,pattern,is_synthetic
TXN00585,VAC0155,AC0011,118511.5,2025-01-25,NEFT,FIR-2025-BAL-0346,deposit,True
TXN00586,VAC0156,AC0019,102929.0,2025-02-04,NEFT,FIR-2025-CHI-0347,deposit,True
TXN00587,VAC0157,AC0019,205858.0,2025-02-05,NEFT,FIR-2025-CHI-0347,deposit,True
TXN00588,VAC0157,AC0019,205858.0,2025-02-06,NEFT,FIR-2025-CHI-0347,deposit,True
TXN00589,AC0019,AC0044,384825.81,2025-02-07,RTGS,FIR-2025-CHI-0347,layering,True
TXN00590,AC0044,AC0054,351882.01,2025-02-08,RTGS,FIR-2025-CHI-0347,layering,True
TXN00591,AC0054,COA007,313943.7,2025-02-10,NEFT,FIR-2025-CHI-0347,cashout,True
TXN00592,VAC0158,AC0042,31372.5,2025-01-24,IMPS,FIR-2025-HAS-0348,deposit,True
TXN00593,VAC0158,AC0042,31372.5,2025-01-24,UPI,FIR-2025-HAS-0348,deposit,True
TXN00594,VAC0159,AC0042,62745.0,2025-01-24,IMPS,FIR-2025-HAS-0348,deposit,True
TXN00595,AC0042,AC0053,97865.14,2025-01-23,IMPS,FIR-2025-HAS-0348,layering,True
TXN00596,AC0053,AC0010,94698.44,2025-01-24,NEFT,FIR-2025-HAS-0348,layering,True
TXN00597,AC0010,AC0056,82068.89,2025-01-24,IMPS,FIR-2025-HAS-0348,layering,True
TXN00598,AC0056,COA016,68546.79,2025-01-24,NEFT,FIR-2025-HAS-0348,cashout,True
TXN00599,VAC0160,AC0001,41657.7,2025-04-07,UPI,FIR-2025-BAL-0349,structuring,True
TXN00600,VAC0160,AC0001,41753.07,2025-04-08,UPI,FIR-2025-BAL-0349,structuring,True
TXN00601,VAC0160,AC0001,45219.78,2025-04-08,IMPS,FIR-2025-BAL-0349,structuring,True
TXN00602,VAC0160,AC0001,46313.29,2025-04-10,IMPS,FIR-2025-BAL-0349,structuring,True
TXN00603,VAC0160,AC0001,46651.17,2025-04-10,UPI,FIR-2025-BAL-0349,structuring,True
TXN00604,VAC0160,AC0001,41095.58,2025-04-11,UPI,FIR-2025-BAL-0349,structuring,True
TXN00605,VAC0160,AC0001,48335.8,2025-04-13,UPI,FIR-2025-BAL-0349,structuring,True
TXN00606,VAC0160,AC0001,48198.68,2025-04-14,UPI,FIR-2025-BAL-0349,structuring,True
TXN00607,VAC0160,AC0001,42726.75,2025-04-16,UPI,FIR-2025-BAL-0349,structuring,True
TXN00608,VAC0160,AC0001,29119.18,2025-04-17,IMPS,FIR-2025-BAL-0349,structuring,True
TXN00609,AC0001,AC0055,360538.54,2025-04-09,RTGS,FIR-2025-BAL-0349,layering,True
TXN00610,AC0055,COA025,335695.68,2025-04-11,RTGS,FIR-2025-BAL-0349,cashout,True
TXN00611,VAC0161,AC0039,256138.0,2024-04-10,RTGS,FIR-2024-KOL-0350,deposit,True
TXN00612,VAC0161,AC0039,128069.0,2024-04-11,NEFT,FIR-2024-KOL-0350,deposit,True
TXN00613,AC0039,AC0034,224519.01,2024-04-12,NEFT,FIR-2024-KOL-0350,layering,True
TXN00614,AC0034,AC0018,181552.45,2024-04-12,IMPS,FIR-2024-KOL-0350,layering,True
TXN00615,AC0018,AC0036,164144.48,2024-04-12,IMPS,FIR-2024-KOL-0350,layering,True
TXN00616,AC0036,COA001,157633.91,2024-04-14,NEFT,FIR-2024-KOL-0350,cashout,True
TXN00617,VAC0162,AC0045,247007.5,2024-02-17,NEFT,FIR-2024-TUM-0356,deposit,True
TXN00618,VAC0162,AC0045,247007.5,2024-02-17,RTGS,FIR-2024-TUM-0356,deposit,True
TXN00619,VAC0163,AC0008,198028.0,2025-02-01,NEFT,FIR-2025-TUM-0358,deposit,True
TXN00620,VAC0164,AC0004,65055.0,2025-03-03,NEFT,FIR-2025-BEN-0365,deposit,True
TXN00621,AC0004,AC0012,60856.5,2025-03-05,NEFT,FIR-2025-BEN-0365,layering,True
TXN00622,AC0012,AC0029,51798.51,2025-03-07,IMPS,FIR-2025-BEN-0365,layering,True
TXN00623,AC0029,AC0026,43072.46,2025-03-08,IMPS,FIR-2025-BEN-0365,layering,True
TXN00624,VAC0165,AC0025,45072.11,2024-08-13,UPI,FIR-2024-DHA-0368,structuring,True
TXN00625,VAC0165,AC0025,42896.16,2024-08-15,UPI,FIR-2024-DHA-0368,structuring,True
TXN00626,VAC0165,AC0025,49385.41,2024-08-16,IMPS,FIR-2024-DHA-0368,structuring,True
TXN00627,VAC0165,AC0025,42317.6,2024-08-17,UPI,FIR-2024-DHA-0368,structuring,True
TXN00628,VAC0165,AC0025,40197.35,2024-08-18,UPI,FIR-2024-DHA-0368,structuring,True
TXN00629,VAC0165,AC0025,48783.33,2024-08-20,UPI,FIR-2024-DHA-0368,structuring,True
TXN00630,VAC0165,AC0025,44102.12,2024-08-21,UPI,FIR-2024-DHA-0368,structuring,True
TXN00631,VAC0165,AC0025,33175.93,2024-08-21,UPI,FIR-2024-DHA-0368,structuring,True
TXN00632,AC0025,AC0030,321412.84,2024-08-15,RTGS,FIR-2024-DHA-0368,layering,True
TXN00633,AC0030,COA025,264936.87,2024-08-15,RTGS,FIR-2024-DHA-0368,cashout,True
TXN00634,VAC0166,AC0027,49451.21,2024-05-12,UPI,FIR-2024-VIJ-0369,structuring,True
TXN00635,VAC0166,AC0027,46474.74,2024-05-14,IMPS,FIR-2024-VIJ-0369,structuring,True
TXN00636,VAC0166,AC0027,45513.05,2024-05-15,UPI,FIR-2024-VIJ-0369,structuring,True
TXN00637,VAC0166,AC0027,42343.27,2024-05-17,UPI,FIR-2024-VIJ-0369,structuring,True
TXN00638,VAC0166,AC0027,2157.73,2024-05-19,UPI,FIR-2024-VIJ-0369,structuring,True
TXN00639,VAC0167,AC0048,40547.49,2025-09-02,UPI,FIR-2025-DAK-0370,structuring,True
TXN00640,VAC0167,AC0048,43557.4,2025-09-04,UPI,FIR-2025-DAK-0370,structuring,True
TXN00641,VAC0167,AC0048,48056.37,2025-09-04,UPI,FIR-2025-DAK-0370,structuring,True
TXN00642,VAC0167,AC0048,21437.74,2025-09-06,IMPS,FIR-2025-DAK-0370,structuring,True
TXN00643,VAC0168,AC0048,76799.5,2025-09-02,IMPS,FIR-2025-DAK-0370,deposit,True
TXN00644,AC0048,AC0012,259595.99,2025-09-04,NEFT,FIR-2025-DAK-0370,layering,True
TXN00645,AC0012,AC0028,223872.12,2025-09-06,RTGS,FIR-2025-DAK-0370,layering,True
TXN00646,AC0028,COA014,179825.55,2025-09-06,IMPS,FIR-2025-DAK-0370,cashout,True
TXN00647,VAC0169,AC0016,135570.0,2025-05-18,NEFT,FIR-2025-BAL-0372,deposit,True
TXN00648,VAC0170,AC0006,207057.0,2024-10-06,NEFT,FIR-2024-MAN-0377,deposit,True
TXN00649,AC0006,AC0049,174265.78,2024-10-09,NEFT,FIR-2024-MAN-0377,layering,True
TXN00650,VAC0171,AC0031,588123.5,2024-06-24,NEFT,FIR-2024-SHI-0378,deposit,True
TXN00651,VAC0171,AC0031,1176247.0,2024-06-25,RTGS,FIR-2024-SHI-0378,deposit,True
TXN00652,VAC0172,AC0038,118889.0,2025-03-06,IMPS,FIR-2025-BAG-0379,deposit,True
TXN00653,VAC0172,AC0038,118889.0,2025-03-08,IMPS,FIR-2025-BAG-0379,deposit,True
TXN00654,VAC0173,AC0038,118889.0,2025-03-05,IMPS,FIR-2025-BAG-0379,deposit,True
TXN00655,VAC0174,AC0052,48976.0,2025-02-10,UPI,FIR-2025-KAL-0387,deposit,True
TXN00656,AC0052,AC0057,37972.06,2025-02-09,IMPS,FIR-2025-KAL-0387,layering,True
TXN00657,AC0057,AC0046,34004.44,2025-02-11,UPI,FIR-2025-KAL-0387,layering,True
TXN00658,AC0046,AC0026,29207.89,2025-02-12,IMPS,FIR-2025-KAL-0387,layering,True
TXN00659,AC0026,COA004,27268.97,2025-02-13,IMPS,FIR-2025-KAL-0387,cashout,True
TXN00660,VAC0175,AC0041,79768.5,2025-11-29,IMPS,FIR-2025-BAL-0391,deposit,True
TXN00661,VAC0176,AC0041,39884.25,2025-11-27,IMPS,FIR-2025-BAL-0391,deposit,True
TXN00662,VAC0176,AC0041,39884.25,2025-11-29,IMPS,FIR-2025-BAL-0391,deposit,True
TXN00663,AC0041,AC0007,148294.91,2025-11-27,NEFT,FIR-2025-BAL-0391,layering,True
TXN00664,AC0007,AC0060,132151.92,2025-11-28,IMPS,FIR-2025-BAL-0391,layering,True
TXN00665,AC0060,AC0027,110188.28,2025-11-29,NEFT,FIR-2025-BAL-0391,layering,True
TXN00666,AC0027,COA020,106138.69,2025-11-30,IMPS,FIR-2025-BAL-0391,cashout,True
TXN00667,VAC0177,AC0023,49135.56,2025-12-01,IMPS,FIR-2025-BEL-0392,structuring,True
TXN00668,VAC0177,AC0023,43111.72,2025-12-02,UPI,FIR-2025-BEL-0392,structuring,True
TXN00669,VAC0177,AC0023,42698.14,2025-12-02,UPI,FIR-2025-BEL-0392,structuring,True
TXN00670,VAC0177,AC0023,40561.97,2025-12-02,IMPS,FIR-2025-BEL-0392,structuring,True
TXN00671,VAC0177,AC0023,46041.06,2025-12-04,UPI,FIR-2025-BEL-0392,structuring,True
TXN00672,VAC0177,AC0023,10571.55,2025-12-04,IMPS,FIR-2025-BEL-0392,structuring,True
TXN00673,AC0023,AC0036,199468.8,2025-12-03,IMPS,FIR-2025-BEL-0392,layering,True
TXN00674,AC0036,AC0005,173516.35,2025-12-03,NEFT,FIR-2025-BEL-0392,layering,True
TXN00675,AC0005,AC0060,156546.47,2025-12-05,IMPS,FIR-2025-BEL-0392,layering,True
TXN00676,VAC0178,AC0059,114417.25,2024-02-07,NEFT,FIR-2024-VIJ-0398,deposit,True
TXN00677,VAC0178,AC0059,114417.25,2024-02-06,IMPS,FIR-2024-VIJ-0398,deposit,True
TXN00678,VAC0179,AC0059,228834.5,2024-02-07,NEFT,FIR-2024-VIJ-0398,deposit,True
TXN00679,VAC0179,AC0059,114417.25,2024-02-07,NEFT,FIR-2024-VIJ-0398,deposit,True
TXN00680,AC0059,AC0038,382548.24,2024-02-08,RTGS,FIR-2024-VIJ-0398,layering,True
TXN00681,AC0038,AC0040,323541.49,2024-02-09,NEFT,FIR-2024-VIJ-0398,layering,True
TXN00682,AC0040,AC0051,300181.68,2024-02-11,NEFT,FIR-2024-VIJ-0398,layering,True
TXN00683,AC0051,COA006,255562.89,2024-02-11,RTGS,FIR-2024-VIJ-0398,cashout,True
TXN00684,VAC0180,AC0021,306597.0,2025-03-10,NEFT,FIR-2025-VIJ-0402,deposit,True
TXN00685,VAC0180,AC0021,306597.0,2025-03-10,RTGS,FIR-2025-VIJ-0402,deposit,True
TXN00686,VAC0181,AC0021,613194.0,2025-03-08,NEFT,FIR-2025-VIJ-0402,deposit,True
TXN00687,AC0021,AC0005,985131.24,2025-03-09,RTGS,FIR-2025-VIJ-0402,layering,True
TXN00688,AC0005,COA014,952363.01,2025-03-09,NEFT,FIR-2025-VIJ-0402,cashout,True
TXN00689,VAC0182,AC0055,45920.17,2024-04-27,UPI,FIR-2024-UDU-0403,structuring,True
TXN00690,VAC0182,AC0055,49591.61,2024-04-28,IMPS,FIR-2024-UDU-0403,structuring,True
TXN00691,VAC0182,AC0055,48568.97,2024-04-29,UPI,FIR-2024-UDU-0403,structuring,True
TXN00692,VAC0182,AC0055,41379.64,2024-05-01,UPI,FIR-2024-UDU-0403,structuring,True
TXN00693,VAC0182,AC0055,46834.69,2024-05-01,UPI,FIR-2024-UDU-0403,structuring,True
TXN00694,VAC0182,AC0055,47528.6,2024-05-02,IMPS,FIR-2024-UDU-0403,structuring,True
TXN00695,VAC0182,AC0055,44075.1,2024-05-03,IMPS,FIR-2024-UDU-0403,structuring,True
TXN00696,VAC0182,AC0055,44464.35,2024-05-04,IMPS,FIR-2024-UDU-0403,structuring,True
TXN00697,VAC0182,AC0055,43847.87,2024-05-05,UPI,FIR-2024-UDU-0403,structuring,True
TXN00698,AC0055,AC0033,311615.87,2024-04-30,NEFT,FIR-2024-UDU-0403,layering,True
TXN00699,AC0033,AC0052,257252.54,2024-05-01,RTGS,FIR-2024-UDU-0403,layering,True
TXN00700,AC0052,COA004,217009.6,2024-05-03,NEFT,FIR-2024-UDU-0403,cashout,True
TXN00701,VAC0183,AC0023,164662.0,2025-12-09,NEFT,FIR-2025-BEL-0405,deposit,True
TXN00702,VAC0183,AC0023,329324.0,2025-12-08,NEFT,FIR-2025-BEL-0405,deposit,True
TXN00703,VAC0184,AC0023,48388.23,2025-12-08,UPI,FIR-2025-BEL-0405,structuring,True
TXN00704,VAC0184,AC0023,49355.89,2025-12-10,UPI,FIR-2025-BEL-0405,structuring,True
TXN00705,VAC0184,AC0023,48093.31,2025-12-10,UPI,FIR-2025-BEL-0405,structuring,True
TXN00706,VAC0184,AC0023,49623.43,2025-12-12,IMPS,FIR-2025-BEL-0405,structuring,True
TXN00707,VAC0184,AC0023,43975.03,2025-12-12,IMPS,FIR-2025-BEL-0405,structuring,True
TXN00708,VAC0184,AC0023,47650.46,2025-12-13,UPI,FIR-2025-BEL-0405,structuring,True
TXN00709,VAC0184,AC0023,42237.66,2025-12-14,UPI,FIR-2025-BEL-0405,structuring,True
TXN00710,AC0023,AC0056,494978.5,2025-12-11,RTGS,FIR-2025-BEL-0405,layering,True
TXN00711,AC0056,AC0004,410720.3,2025-12-11,NEFT,FIR-2025-BEL-0405,layering,True
TXN00712,AC0004,AC0029,339590.95,2025-12-11,RTGS,FIR-2025-BEL-0405,layering,True
TXN00713,AC0029,COA011,291654.37,2025-12-11,NEFT,FIR-2025-BEL-0405,cashout,True
TXN00714,VAC0185,AC0049,132040.0,2025-04-02,IMPS,FIR-2025-HAS-0409,deposit,True
TXN00715,VAC0186,AC0049,132040.0,2025-04-02,NEFT,FIR-2025-HAS-0409,deposit,True
TXN00716,AC0049,AC0010,216804.76,2025-04-03,RTGS,FIR-2025-HAS-0409,layering,True
TXN00717,AC0010,COA013,195646.74,2025-04-03,NEFT,FIR-2025-HAS-0409,cashout,True
TXN00718,VAC0187,AC0003,26602.75,2025-02-24,UPI,FIR-2025-MAN-0412,deposit,True
TXN00719,VAC0188,AC0003,26602.75,2025-02-26,UPI,FIR-2025-MAN-0412,deposit,True
TXN00720,AC0003,AC0019,88713.48,2025-02-26,IMPS,FIR-2025-MAN-0412,layering,True
TXN00721,AC0019,AC0034,80283.17,2025-02-27,IMPS,FIR-2025-MAN-0412,layering,True
TXN00722,AC0034,COA004,70522.94,2025-03-01,NEFT,FIR-2025-MAN-0412,cashout,True
TXN00723,VAC0189,AC0045,46012.57,2025-07-31,IMPS,FIR-2025-KOL-0413,structuring,True
TXN00724,VAC0189,AC0045,46682.18,2025-08-01,UPI,FIR-2025-KOL-0413,structuring,True
TXN00725,VAC0189,AC0045,49073.43,2025-08-02,UPI,FIR-2025-KOL-0413,structuring,True
TXN00726,VAC0189,AC0045,19865.32,2025-08-03,IMPS,FIR-2025-KOL-0413,structuring,True
TXN00727,VAC0190,AC0045,161633.5,2025-08-01,NEFT,FIR-2025-KOL-0413,deposit,True
TXN00728,VAC0190,AC0045,161633.5,2025-08-03,IMPS,FIR-2025-KOL-0413,deposit,True
TXN00729,AC0045,AC0002,258768.14,2025-08-02,NEFT,FIR-2025-KOL-0413,layering,True
TXN00730,AC0002,AC0011,246784.04,2025-08-04,RTGS,FIR-2025-KOL-0413,layering,True
TXN00731,AC0011,COA014,226477.74,2025-08-05,NEFT,FIR-2025-KOL-0413,cashout,True
TXN00732,VAC0191,AC0035,19604.0,2025-02-02,IMPS,FIR-2025-BAL-0424,deposit,True
TXN00733,VAC0192,AC0035,19604.0,2025-02-01,IMPS,FIR-2025-BAL-0424,deposit,True
TXN00734,AC0035,AC0001,36951.74,2025-02-01,IMPS,FIR-2025-BAL-0424,layering,True
TXN00735,AC0001,COA021,35010.86,2025-02-01,IMPS,FIR-2025-BAL-0424,cashout,True
TXN00736,VAC0193,AC0020,48255.96,2024-11-03,UPI,FIR-2024-MYS-0426,structuring,True
TXN00737,VAC0193,AC0020,48861.32,2024-11-05,UPI,FIR-2024-MYS-0426,structuring,True
TXN00738,VAC0193,AC0020,44893.3,2024-11-06,IMPS,FIR-2024-MYS-0426,structuring,True
TXN00739,VAC0193,AC0020,40366.99,2024-11-07,UPI,FIR-2024-MYS-0426,structuring,True
TXN00740,VAC0193,AC0020,42063.05,2024-11-07,UPI,FIR-2024-MYS-0426,structuring,True
TXN00741,VAC0193,AC0020,13865.88,2024-11-08,IMPS,FIR-2024-MYS-0426,structuring,True
TXN00742,VAC0194,AC0020,48125.18,2024-11-03,IMPS,FIR-2024-MYS-0426,structuring,True
TXN00743,VAC0194,AC0020,44575.3,2024-11-03,UPI,FIR-2024-MYS-0426,structuring,True
TXN00744,VAC0194,AC0020,47777.78,2024-11-05,IMPS,FIR-2024-MYS-0426,structuring,True
TXN00745,VAC0194,AC0020,49781.12,2024-11-05,UPI,FIR-2024-MYS-0426,structuring,True
TXN00746,VAC0194,AC0020,41113.91,2024-11-07,UPI,FIR-2024-MYS-0426,structuring,True
TXN00747,VAC0194,AC0020,6933.21,2024-11-08,IMPS,FIR-2024-MYS-0426,structuring,True
TXN00748,AC0020,AC0039,404317.83,2024-11-05,RTGS,FIR-2024-MYS-0426,layering,True
TXN00749,AC0039,COA004,342266.93,2024-11-06,NEFT,FIR-2024-MYS-0426,cashout,True
TXN00750,VAC0195,AC0030,245244.5,2025-04-26,RTGS,FIR-2025-DHA-0428,deposit,True
TXN00751,VAC0195,AC0030,245244.5,2025-04-26,RTGS,FIR-2025-DHA-0428,deposit,True
TXN00752,AC0030,AC0011,390043.43,2025-04-27,NEFT,FIR-2025-DHA-0428,layering,True
TXN00753,AC0011,AC0022,367039.19,2025-04-28,RTGS,FIR-2025-DHA-0428,layering,True
TXN00754,AC0022,COA023,339445.69,2025-04-29,NEFT,FIR-2025-DHA-0428,cashout,True
TXN00755,VAC0196,AC0009,724281.5,2024-05-22,RTGS,FIR-2024-BEN-0435,deposit,True
TXN00756,VAC0197,AC0009,362140.75,2024-05-22,RTGS,FIR-2024-BEN-0435,deposit,True
TXN00757,AC0009,AC0055,1282179.63,2024-05-23,NEFT,FIR-2024-BEN-0435,layering,True
TXN00758,AC0055,COA004,1158714.49,2024-05-25,RTGS,FIR-2024-BEN-0435,cashout,True
TXN00759,VAC0198,AC0001,41024.74,2025-12-06,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00760,VAC0198,AC0001,40531.71,2025-12-06,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00761,VAC0198,AC0001,44930.61,2025-12-08,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00762,VAC0198,AC0001,41377.81,2025-12-08,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00763,VAC0198,AC0001,45647.5,2025-12-09,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00764,VAC0198,AC0001,43738.33,2025-12-09,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00765,VAC0198,AC0001,49572.03,2025-12-10,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00766,VAC0198,AC0001,42223.09,2025-12-11,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00767,VAC0198,AC0001,44907.21,2025-12-12,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00768,VAC0198,AC0001,47105.11,2025-12-13,IMPS,FIR-2025-VIJ-0436,structuring,True
TXN00769,VAC0198,AC0001,48967.16,2025-12-13,IMPS,FIR-2025-VIJ-0436,structuring,True
TXN00770,VAC0198,AC0001,904.7,2025-12-15,UPI,FIR-2025-VIJ-0436,structuring,True
TXN00771,AC0001,AC0017,414576.34,2025-12-09,NEFT,FIR-2025-VIJ-0436,layering,True
TXN00772,AC0017,COA018,337966.08,2025-12-10,RTGS,FIR-2025-VIJ-0436,cashout,True
TXN00773,VAC0199,AC0027,35526.5,2025-04-04,IMPS,FIR-2025-KAL-0441,deposit,True
TXN00774,VAC0199,AC0027,17763.25,2025-04-03,UPI,FIR-2025-KAL-0441,deposit,True
TXN00775,VAC0200,AC0027,35526.5,2025-04-03,IMPS,FIR-2025-KAL-0441,deposit,True
TXN00776,VAC0200,AC0027,17763.25,2025-04-06,UPI,FIR-2025-KAL-0441,deposit,True
TXN00777,AC0027,AC0048,66804.57,2025-04-06,IMPS,FIR-2025-KAL-0441,layering,True
TXN00778,AC0048,COA008,63481.17,2025-04-07,IMPS,FIR-2025-KAL-0441,cashout,True
TXN00779,VAC0201,AC0019,45931.96,2025-09-10,IMPS,FIR-2025-DHA-0447,structuring,True
TXN00780,VAC0201,AC0019,47715.32,2025-09-11,UPI,FIR-2025-DHA-0447,structuring,True
TXN00781,VAC0201,AC0019,46492.67,2025-09-12,UPI,FIR-2025-DHA-0447,structuring,True
TXN00782,VAC0201,AC0019,48469.48,2025-09-14,IMPS,FIR-2025-DHA-0447,structuring,True
TXN00783,VAC0201,AC0019,44473.94,2025-09-15,UPI,FIR-2025-DHA-0447,structuring,True
TXN00784,VAC0201,AC0019,46934.2,2025-09-17,UPI,FIR-2025-DHA-0447,structuring,True
TXN00785,VAC0201,AC0019,620.43,2025-09-19,UPI,FIR-2025-DHA-0447,structuring,True
TXN00786,VAC0202,AC0037,224268.0,2025-03-19,RTGS,FIR-2025-TUM-0448,deposit,True
TXN00787,VAC0202,AC0037,448536.0,2025-03-20,NEFT,FIR-2025-TUM-0448,deposit,True
TXN00788,AC0037,AC0004,336973.84,2025-03-21,NEFT,FIR-2025-TUM-0448,layering,True
TXN00789,AC0004,AC0028,318948.4,2025-03-21,RTGS,FIR-2025-TUM-0448,layering,True
TXN00790,AC0028,COA014,276738.07,2025-03-23,NEFT,FIR-2025-TUM-0448,cashout,True
TXN00791,VAC0203,AC0012,143682.5,2025-02-27,NEFT,FIR-2025-MAN-0458,deposit,True
TXN00792,VAC0203,AC0012,143682.5,2025-02-27,IMPS,FIR-2025-MAN-0458,deposit,True
TXN00793,VAC0204,AC0046,108237.5,2024-05-13,NEFT,FIR-2024-VIJ-0463,deposit,True
TXN00794,VAC0205,AC0046,54118.75,2024-05-13,IMPS,FIR-2024-VIJ-0463,deposit,True
TXN00795,VAC0205,AC0046,54118.75,2024-05-14,NEFT,FIR-2024-VIJ-0463,deposit,True
TXN00796,AC0046,AC0011,182123.29,2024-05-15,IMPS,FIR-2024-VIJ-0463,layering,True
TXN00797,AC0011,AC0058,149820.81,2024-05-16,IMPS,FIR-2024-VIJ-0463,layering,True
TXN00798,AC0058,COA015,138001.47,2024-05-17,NEFT,FIR-2024-VIJ-0463,cashout,True
TXN00799,VAC0206,AC0050,324070.5,2024-12-26,NEFT,FIR-2025-BAL-0464,deposit,True
TXN00800,VAC0206,AC0050,162035.25,2024-12-29,NEFT,FIR-2025-BAL-0464,deposit,True
TXN00801,VAC0207,AC0050,49870.2,2024-12-26,IMPS,FIR-2025-BAL-0464,structuring,True
TXN00802,VAC0207,AC0050,49261.95,2024-12-27,UPI,FIR-2025-BAL-0464,structuring,True
TXN00803,VAC0207,AC0050,46676.25,2024-12-28,UPI,FIR-2025-BAL-0464,structuring,True
TXN00804,VAC0207,AC0050,48391.03,2024-12-29,IMPS,FIR-2025-BAL-0464,structuring,True
TXN00805,VAC0207,AC0050,43820.0,2024-12-30,UPI,FIR-2025-BAL-0464,structuring,True
TXN00806,VAC0207,AC0050,41949.92,2024-12-30,IMPS,FIR-2025-BAL-0464,structuring,True
TXN00807,VAC0207,AC0050,44101.16,2025-01-01,UPI,FIR-2025-BAL-0464,structuring,True
TXN00808,AC0050,AC0057,600500.2,2024-12-29,NEFT,FIR-2025-BAL-0464,layering,True
TXN00809,AC0057,COA001,519975.7,2024-12-29,NEFT,FIR-2025-BAL-0464,cashout,True
TXN00810,VAC0208,AC0047,131001.0,2025-10-20,NEFT,FIR-2025-VIJ-0467,deposit,True
TXN00811,AC0047,AC0021,237797.18,2025-10-18,NEFT,FIR-2025-VIJ-0467,layering,True
TXN00812,AC0021,COA012,200595.03,2025-10-19,NEFT,FIR-2025-VIJ-0467,cashout,True
TXN00813,VAC0209,AC0007,40960.42,2024-12-24,IMPS,FIR-2024-BEL-0470,structuring,True
TXN00814,VAC0209,AC0007,44822.41,2024-12-24,UPI,FIR-2024-BEL-0470,structuring,True
TXN00815,VAC0209,AC0007,49462.44,2024-12-26,UPI,FIR-2024-BEL-0470,structuring,True
TXN00816,VAC0209,AC0007,28320.72,2024-12-27,UPI,FIR-2024-BEL-0470,structuring,True
TXN00817,VAC0210,AC0007,163566.0,2024-12-24,NEFT,FIR-2024-BEL-0470,deposit,True
TXN00818,VAC0210,AC0007,163566.0,2024-12-24,IMPS,FIR-2024-BEL-0470,deposit,True
TXN00819,AC0007,AC0049,247000.67,2024-12-25,RTGS,FIR-2024-BEL-0470,layering,True
TXN00820,AC0049,COA021,238895.96,2024-12-27,NEFT,FIR-2024-BEL-0470,cashout,True
TXN00821,VAC0211,AC0005,41473.48,2025-01-03,UPI,FIR-2025-BAG-0471,structuring,True
TXN00822,VAC0211,AC0005,40741.63,2025-01-04,UPI,FIR-2025-BAG-0471,structuring,True
TXN00823,VAC0211,AC0005,41837.83,2025-01-05,UPI,FIR-2025-BAG-0471,structuring,True
TXN00824,VAC0211,AC0005,45725.04,2025-01-06,UPI,FIR-2025-BAG-0471,structuring,True
TXN00825,VAC0211,AC0005,3804.02,2025-01-06,IMPS,FIR-2025-BAG-0471,structuring,True
TXN00826,VAC0212,AC0005,173582.0,2025-01-06,IMPS,FIR-2025-BAG-0471,deposit,True
TXN00827,VAC0213,AC0059,222503.0,2025-12-23,RTGS,FIR-2025-BAG-0473,deposit,True
TXN00828,VAC0214,AC0052,54999.5,2025-01-15,NEFT,FIR-2025-CHI-0476,deposit,True
TXN00829,AC0052,AC0051,88987.39,2025-01-16,NEFT,FIR-2025-CHI-0476,layering,True
TXN00830,AC0051,AC0028,75721.61,2025-01-18,IMPS,FIR-2025-CHI-0476,layering,True
TXN00831,AC0028,AC0016,71398.02,2025-01-20,NEFT,FIR-2025-CHI-0476,layering,True
TXN00832,VAC0215,AC0017,88938.5,2025-03-21,NEFT,FIR-2025-DAK-0480,deposit,True
TXN00833,VAC0215,AC0017,88938.5,2025-03-23,NEFT,FIR-2025-DAK-0480,deposit,True
TXN00834,AC0017,AC0015,159191.96,2025-03-23,NEFT,FIR-2025-DAK-0480,layering,True
TXN00835,AC0015,COA017,152122.33,2025-03-23,IMPS,FIR-2025-DAK-0480,cashout,True
TXN00836,VAC0216,AC0049,47978.55,2025-07-18,UPI,FIR-2025-DHA-0483,structuring,True
TXN00837,VAC0216,AC0049,41707.16,2025-07-18,UPI,FIR-2025-DHA-0483,structuring,True
TXN00838,VAC0216,AC0049,48136.96,2025-07-20,UPI,FIR-2025-DHA-0483,structuring,True
TXN00839,VAC0216,AC0049,41668.41,2025-07-20,UPI,FIR-2025-DHA-0483,structuring,True
TXN00840,VAC0216,AC0049,45747.69,2025-07-21,IMPS,FIR-2025-DHA-0483,structuring,True
TXN00841,VAC0216,AC0049,46314.89,2025-07-23,UPI,FIR-2025-DHA-0483,structuring,True
TXN00842,VAC0216,AC0049,44321.43,2025-07-25,UPI,FIR-2025-DHA-0483,structuring,True
TXN00843,VAC0216,AC0049,42971.31,2025-07-27,UPI,FIR-2025-DHA-0483,structuring,True
TXN00844,VAC0216,AC0049,44539.47,2025-07-27,UPI,FIR-2025-DHA-0483,structuring,True
TXN00845,VAC0216,AC0049,24344.12,2025-07-27,UPI,FIR-2025-DHA-0483,structuring,True
TXN00846,AC0049,AC0031,331332.94,2025-07-21,NEFT,FIR-2025-DHA-0483,layering,True
